calibration,created,external_uid,finish_time,id,info_0,info_1,info_10,info_11,info_2,info_3,info_4_0,info_4_1,info_4_2,info_4_3,info_4_4,info_5,info_6,info_7,info_8,info_9,media_url,project_id,task_id,timeout,user_id,user_ip
,2020-06-24T08:27:30.327204,,2020-06-24T08:27:41.690517,2818,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3599,,,124.252.3.233
,2020-06-24T08:27:41.746896,,2020-06-24T08:28:08.597430,2819,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,2,Yes,Not answered,Not answered,,106,3601,,,124.252.3.233
,2020-06-24T08:28:08.662945,,2020-06-24T08:28:56.938452,2820,Yes,Yes,Working,Maybe,Yes,Yes,Cannot tell,Other,,,,Yes,5 or more,No,Not answered,Not answered,,106,3603,,,124.252.3.233
,2020-06-24T08:28:57.002937,,2020-06-24T08:29:01.770534,2821,,,,,,,,,,,,,,,,,,106,3605,,,124.252.3.233
,2020-06-24T08:29:01.841796,,2020-06-24T08:29:47.188152,2822,Yes,Yes,Other,Yes,Yes,Yes,Surgical,,,,,Not answered,5 or more,No,Yes,Street/ Square,,106,3607,,,124.252.3.233
,2020-06-24T10:11:09.568165,,2020-06-24T10:11:47.127655,2824,Yes,Cannot tell,Other,Yes,Yes,No,,,,,,Not answered,5 or more,No,Yes,Outdoors,,106,3587,,31.0,
,2020-06-24T10:11:47.262524,,2020-06-24T10:13:02.402109,2825,Yes,Yes,Working,Yes,Yes,Yes,Surgical,Cloth,,,,Yes,5 or more,Yes,Yes,Hospital,,106,3589,,31.0,
,2020-06-24T10:13:02.529739,,2020-06-24T10:15:24.377620,2826,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Hospital,,106,3591,,31.0,
,2020-06-24T10:16:54.480529,,2020-06-24T10:18:09.876338,2828,Yes,Yes,Other,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Yes,Street/ Square,,106,3595,,31.0,
,2020-06-24T10:18:09.993811,,2020-06-24T10:19:18.408054,2829,Yes,Cannot tell,Other,Yes,Yes,Cannot tell,,,,,,Not answered,5 or more,Cannot tell,Yes,Street/ Square,,106,3597,,31.0,
,2020-06-24T10:19:18.549375,,2020-06-24T10:19:25.799852,2830,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3599,,31.0,
,2020-06-24T10:19:25.899455,,2020-06-24T10:20:22.293753,2831,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,1,Not answered,Not answered,Not answered,,106,3601,,31.0,
,2020-06-24T10:20:22.407188,,2020-06-24T10:26:45.728898,2832,Yes,Yes,Socialising,Yes,Yes,Yes,Other,,,,,Yes,5 or more,No,Yes,Hospital,,106,3603,,31.0,
,2020-06-24T10:26:45.864494,,2020-06-24T10:27:34.207830,2833,Yes,Cannot tell,Working,Yes,Yes,No,,,,,,Not answered,1,Not answered,Yes,Other,,106,3605,,31.0,
,2020-06-24T10:27:34.307540,,2020-06-24T10:28:45.657076,2834,Yes,Yes,Volunteering,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3607,,31.0,
,2020-06-24T10:29:42.372638,,2020-06-24T10:30:53.425295,2836,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3611,,31.0,
,2020-06-24T10:30:53.526634,,2020-06-24T10:32:28.058203,2837,Yes,Yes,Shopping,Surely not,Yes,Yes,Surgical,Cloth,,,,Yes,2,Yes,Yes,Outdoors,,106,3613,,31.0,
,2020-06-24T10:32:28.162862,,2020-06-24T10:33:50.544542,2838,Yes,Yes,Working,Surely not,Yes,Yes,Gasmask,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,3615,,31.0,
,2020-06-24T10:33:50.653821,,2020-06-24T10:33:55.377585,2839,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3617,,31.0,
,2020-06-24T10:33:55.490220,,2020-06-24T10:34:37.682539,2840,Yes,Cannot tell,Working,Cannot tell,Yes,No,,,,,,Not answered,3,Yes,Yes,Other,,106,3619,,31.0,
,2020-06-24T10:34:37.784521,,2020-06-24T10:36:37.808778,2841,Yes,Cannot tell,Other,Yes,Yes,No,,,,,,Not answered,3,No,Yes,Street/ Square,,106,3621,,31.0,
,2020-06-24T10:47:41.383107,,2020-06-24T10:48:09.440551,2844,Yes,Yes,Working,Surely not,Yes,No,,,,,,Not answered,5 or more,No,Yes,Other,,106,3627,,31.0,
,2020-06-24T10:48:09.601120,,2020-06-24T10:48:37.328058,2845,Yes,Cannot tell,Socialising,Yes,Yes,No,,,,,,Not answered,3,No,Not answered,Not answered,,106,3629,,31.0,
,2020-06-24T10:48:37.445620,,2020-06-24T10:49:17.342659,2846,Yes,Yes,Working,Yes,Yes,Yes,Surgical,FP2,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3631,,31.0,
,2020-06-24T10:49:17.879941,,2020-06-24T10:50:29.798322,2847,Yes,Yes,Queuing,Maybe,Yes,Some of them,Surgical,,,,,Yes,5 or more,Yes,Yes,Other,,106,3633,,31.0,
,2020-06-24T10:50:29.897112,,2020-06-24T10:51:23.239984,2848,Yes,Cannot tell,Working,Cannot tell,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Yes,Hospital,,106,3635,,31.0,
,2020-06-24T10:51:23.367253,,2020-06-24T10:51:55.488351,2849,Yes,Cannot tell,Working,Maybe,Yes,No,,,,,,Not answered,2,Yes,Yes,Other,,106,3637,,31.0,
,2020-06-24T10:51:56.100969,,2020-06-24T11:01:18.011493,2850,Yes,Cannot tell,Working,Surely not,Yes,No,,,,,,Not answered,5 or more,Yes,Yes,Other,,106,3639,,31.0,
,2020-06-24T11:01:18.122825,,2020-06-24T11:01:41.397092,2851,Yes,Cannot tell,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3641,,31.0,
,2020-06-24T11:01:41.499459,,2020-06-24T11:02:02.823393,2852,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3643,,31.0,
,2020-06-24T11:02:02.940985,,2020-06-24T11:02:40.864206,2853,Yes,Yes,Queuing,Surely not,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,3645,,31.0,
,2020-06-24T11:02:40.976416,,2020-06-24T11:03:56.764735,2854,Yes,Yes,Other,Maybe,Yes,Some of them,Surgical,,,,,Cannot tell,4,Yes,Yes,Outdoors,,106,3647,,31.0,
,2020-06-24T11:03:56.882894,,2020-06-24T11:04:09.995036,2855,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3649,,31.0,
,2020-06-24T11:04:10.097635,,2020-06-24T11:05:04.382516,2856,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Other,,106,3651,,31.0,
,2020-06-24T11:05:04.833375,,2020-06-24T11:05:45.580343,2857,Yes,Cannot tell,Working,Maybe,Yes,No,,,,,,Not answered,5 or more,Yes,Yes,Other,,106,3653,,31.0,
,2020-06-24T11:05:45.689622,,2020-06-24T11:06:30.091757,2858,Yes,Yes,Working,Yes,Yes,Yes,Cannot tell,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,3655,,31.0,
,2020-06-24T11:06:30.284359,,2020-06-24T11:07:11.683322,2859,Yes,Cannot tell,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3657,,31.0,
,2020-06-24T11:07:11.798458,,2020-06-24T11:07:16.681118,2860,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3659,,31.0,
,2020-06-24T11:07:16.811221,,2020-06-24T11:08:02.007791,2861,Yes,Yes,Working,Not answered,Yes,No,,,,,,Not answered,5 or more,Yes,Yes,Other,,106,3661,,31.0,
,2020-06-24T11:08:02.123891,,2020-06-24T11:08:32.513170,2862,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3663,,31.0,
,2020-06-24T11:08:32.626830,,2020-06-24T11:08:41.818010,2863,Yes,Cannot tell,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3665,,31.0,
,2020-06-24T11:08:42.046133,,2020-06-24T11:09:26.987369,2864,Yes,Yes,Working,Surely not,Yes,Some of them,Surgical,,,,,Yes,5 or more,Yes,Yes,Other,,106,3667,,31.0,
,2020-06-24T11:09:27.098281,,2020-06-24T11:09:47.356470,2865,,,,,,,,,,,,,,,,,,106,3669,,31.0,
,2020-06-24T11:09:47.462243,,2020-06-24T11:10:13.297677,2866,Yes,Cannot tell,Socialising,Cannot tell,Yes,No,,,,,,Not answered,2,No,Not answered,Not answered,,106,3671,,31.0,
,2020-06-24T11:10:13.524843,,2020-06-24T11:10:43.337728,2867,Yes,Cannot tell,Working,Surely not,Yes,No,,,,,,Not answered,5 or more,No,Yes,Hospital,,106,3673,,31.0,
,2020-06-24T11:36:39.950370,,2020-06-24T11:37:45.752566,2868,Yes,Cannot tell,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Not answered,Not answered,,106,3588,,,124.252.3.233
,2020-06-24T13:50:35.301428,,2020-06-24T13:51:10.024622,2869,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,,,,,Yes,2,Yes,Yes,Shop,,106,3676,,31.0,
,2020-06-24T13:51:10.141762,,2020-06-24T13:52:06.347560,2870,Yes,Cannot tell,Working,Maybe,Yes,No,,,,,,Not answered,1,Not answered,Not answered,Not answered,,106,3678,,31.0,
,2020-06-24T13:52:06.458156,,2020-06-24T13:52:39.874593,2871,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Yes,Hospital,,106,3680,,31.0,
,2020-06-24T13:52:39.992985,,2020-06-24T13:52:57.734397,2872,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3682,,31.0,
,2020-06-24T13:52:57.854313,,2020-06-24T13:53:42.598979,2873,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,,,,,Yes,1,Not answered,Yes,Other,,106,3684,,31.0,
,2020-06-24T13:53:42.715903,,2020-06-24T13:54:42.411510,2874,Yes,Yes,Volunteering,Yes,Yes,Some of them,Cloth,,,,,Not sure,2,Yes,Yes,Cannot tell,,106,3686,,31.0,
,2020-06-24T13:54:42.516003,,2020-06-24T13:54:49.069988,2875,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3688,,31.0,
,2020-06-24T13:54:49.201792,,2020-06-24T13:54:52.309032,2876,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3690,,31.0,
,2020-06-24T13:54:52.423700,,2020-06-24T13:55:26.250585,2877,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Hospital,,106,3692,,31.0,
,2020-06-24T13:55:26.361656,,2020-06-24T13:56:00.365923,2878,Yes,Cannot tell,Other,Cannot tell,Yes,Cannot tell,,,,,,Not answered,5 or more,Cannot tell,Not answered,Not answered,,106,3694,,31.0,
,2020-06-24T13:56:00.507261,,2020-06-24T13:56:29.343016,2879,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Hospital,,106,3696,,31.0,
,2020-06-24T13:56:29.459577,,2020-06-24T13:57:05.833436,2880,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,,,,,Yes,4,Yes,Not answered,Not answered,,106,3698,,31.0,
,2020-06-24T13:57:05.955413,,2020-06-24T13:57:57.592986,2881,Yes,Yes,Working,Cannot tell,Yes,Yes,Cannot tell,,,,,Yes,3,Yes,Yes,Street/ Square,,106,3700,,31.0,
,2020-06-24T13:57:57.707584,,2020-06-24T13:58:38.761790,2882,Yes,Yes,Cannot tell,Maybe,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,No,Not answered,Not answered,,106,3702,,31.0,
,2020-06-24T13:58:38.879900,,2020-06-24T13:59:04.645493,2883,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,3,No,Yes,Street/ Square,,106,3704,,31.0,
,2020-06-24T13:59:04.790323,,2020-06-24T13:59:46.624775,2884,Yes,Yes,Other,Maybe,Yes,Some of them,Cannot tell,,,,,No,5 or more,No,Yes,Street/ Square,,106,3706,,31.0,
,2020-06-24T13:59:46.744743,,2020-06-24T14:00:19.285551,2885,Yes,Yes,Working,Maybe,Yes,Some of them,Surgical,,,,,Yes,3,Yes,Not answered,Not answered,,106,3708,,31.0,
,2020-06-24T14:00:19.393688,,2020-06-24T14:28:18.178612,2886,Yes,Cannot tell,Working,Maybe,Yes,No,,,,,,Not answered,5 or more,No,Yes,Outdoors,,106,3710,,31.0,
,2020-06-24T14:28:18.302060,,2020-06-24T14:28:21.791136,2887,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3712,,31.0,
,2020-06-24T14:28:21.916269,,2020-06-24T14:28:24.395362,2888,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3714,,31.0,
,2020-06-24T14:28:24.540406,,2020-06-24T14:28:27.558072,2889,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3716,,31.0,
,2020-06-24T14:28:27.693007,,2020-06-24T14:29:01.470848,2890,Yes,Cannot tell,Other,Cannot tell,Yes,No,,,,,,Not answered,4,No,Yes,Other,,106,3718,,31.0,
,2020-06-24T14:29:01.769648,,2020-06-24T14:29:22.666017,2891,Yes,Cannot tell,Other,Surely not,Yes,No,,,,,,Not answered,5 or more,No,Yes,Outdoors,,106,3720,,31.0,
,2020-06-24T14:29:22.787841,,2020-06-24T14:29:45.264807,2892,Yes,Cannot tell,Working,Maybe,Yes,No,,,,,,Not answered,2,No,Yes,Other,,106,3722,,31.0,
,2020-06-24T14:29:45.389733,,2020-06-24T14:30:16.661400,2893,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Yes,Street/ Square,,106,3724,,31.0,
,2020-06-24T14:30:16.770793,,2020-06-24T14:30:38.408658,2894,Yes,Cannot tell,Other,Maybe,Yes,No,,,,,,Not answered,2,Yes,Yes,Other,,106,3726,,31.0,
,2020-06-24T14:30:38.534083,,2020-06-24T14:31:06.211975,2895,Yes,Yes,Working,Maybe,Yes,Cannot tell,,,,,,Not answered,2,No,Yes,Outdoors,,106,3728,,31.0,
,2020-06-24T14:31:06.456267,,2020-06-24T14:31:36.713131,2896,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Yes,Other,,106,3588,,31.0,
,2020-06-24T14:48:06.326038,,2020-06-24T14:48:43.139367,2905,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,Gasmask,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3624,,31.0,
,2020-06-24T14:48:43.268119,,2020-06-24T14:49:17.213704,2906,Yes,Yes,Other,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Hospital,,106,3628,,31.0,
,2020-06-24T14:49:17.320378,,2020-06-24T14:49:46.610281,2907,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,,,,,Yes,3,Yes,Not answered,Not answered,,106,3632,,31.0,
,2020-06-24T14:49:46.731534,,2020-06-24T14:50:16.320918,2908,Yes,Yes,Other,Maybe,Yes,Some of them,Surgical,,,,,Yes,3,Yes,Yes,Outdoors,,106,3636,,31.0,
,2020-06-24T14:50:16.447170,,2020-06-24T14:50:29.361431,2909,Yes,Cannot tell,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3640,,31.0,
,2020-06-24T14:50:29.480623,,2020-06-24T14:50:49.019769,2910,Yes,Yes,Working,Maybe,Yes,Some of them,Surgical,,,,,Yes,5 or more,Yes,Yes,Other,,106,3644,,31.0,
,2020-06-24T14:50:49.166816,,2020-06-24T15:14:58.120254,2911,Yes,Yes,Other,Maybe,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,Yes,Not answered,Outdoors,,106,3648,,31.0,
,2020-06-24T15:14:58.230967,,2020-06-24T15:16:48.734023,2912,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3652,,31.0,
,2020-06-24T15:16:48.854044,,2020-06-24T15:38:38.889347,2913,Yes,Yes,Other,Maybe,Yes,Yes,Cloth,,,,,Yes,2,Yes,Not answered,Not answered,,106,3656,,31.0,
,2020-06-24T17:21:50.424474,,2020-06-24T17:22:38.500048,2914,Yes,Yes,Not answered,Yes,Yes,Some of them,FP2,,,,,Yes,3,No,Yes,Outdoors,,106,3662,,31.0,
,2020-06-24T17:22:38.619227,,2020-06-24T17:22:49.460824,2915,Yes,Cannot tell,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3666,,31.0,
,2020-06-24T17:22:49.578891,,2020-06-24T17:23:18.273484,2916,Yes,Yes,Cannot tell,Yes,Yes,Some of them,Cloth,,,,,Not answered,5 or more,Yes,Yes,Outdoors,,106,3670,,31.0,
,2020-06-24T17:23:18.394560,,2020-06-24T17:23:22.571524,2917,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3674,,31.0,
,2020-06-24T17:23:22.680092,,2020-06-24T17:23:30.921646,2918,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3677,,31.0,
,2020-06-24T17:23:31.038565,,2020-06-24T17:23:37.829914,2919,Yes,Cannot tell,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3681,,31.0,
,2020-06-24T17:23:37.960431,,2020-06-24T17:24:01.831884,2920,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,,,,,Yes,2,Cannot tell,Yes,Outdoors,,106,3685,,31.0,
,2020-06-24T17:24:01.954300,,2020-06-24T17:24:58.259685,2921,,,,,,,,,,,,,,,,,,106,3689,,31.0,
,2020-06-24T17:24:58.375260,,2020-06-24T17:25:21.407582,2922,Yes,Yes,Working,Yes,Yes,Some of them,Surgical,,,,,Yes,3,Yes,Yes,Other,,106,3693,,31.0,
,2020-06-24T17:25:21.515392,,2020-06-24T17:25:48.254573,2923,Yes,Yes,Other,Surely not,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,3697,,31.0,
,2020-06-24T17:25:48.377682,,2020-06-24T17:26:10.500418,2924,Yes,Cannot tell,Exercising,Maybe,Yes,Not answered,,,,,,Not answered,3,Yes,Yes,Other,,106,3701,,31.0,
,2020-06-24T17:26:10.613747,,2020-06-24T17:26:15.104176,2925,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3705,,31.0,
,2020-06-24T17:26:15.215360,,2020-06-24T17:47:48.325726,2926,Yes,Yes,Other,Maybe,Yes,Some of them,Surgical,Cloth,,,,Only some of them,5 or more,No,Yes,Outdoors,,106,3709,,31.0,
,2020-06-24T17:47:48.440640,,2020-06-24T17:48:05.489041,2927,Yes,Cannot tell,Other,Maybe,Yes,Cannot tell,,,,,,Not answered,1,Not answered,Yes,Outdoors,,106,3713,,31.0,
,2020-06-24T17:48:05.610149,,2020-06-24T17:48:36.253603,2928,Yes,Cannot tell,Working,Maybe,Yes,Yes,Surgical,,,,,Yes,3,No,Yes,Hospital,,106,3717,,31.0,
,2020-06-24T17:48:36.354805,,2020-06-24T17:49:09.286683,2929,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,Cloth,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3721,,31.0,
,2020-06-24T17:49:09.488415,,2020-06-24T17:49:45.348702,2930,Yes,Yes,Working,Maybe,Yes,No,,,,,,Not answered,3,No,Yes,Other,,106,3725,,31.0,
,2020-06-24T17:49:45.475345,,2020-06-24T17:50:08.043778,2931,Yes,Yes,Other,Yes,Yes,Yes,Surgical,,,,,Yes,3,Yes,Yes,Street/ Square,,106,3729,,31.0,
,2020-06-24T17:50:08.267343,,2020-06-24T17:50:35.112431,2932,Yes,Yes,Protesting,Surely not,Yes,Some of them,Surgical,,,,,Yes,2,Yes,Yes,Street/ Square,,106,3590,,31.0,
,2020-06-24T17:50:35.223822,,2020-06-24T17:50:38.110751,2933,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3598,,31.0,
,2020-06-24T17:50:38.221409,,2020-06-24T17:50:40.483583,2934,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3606,,31.0,
,2020-06-24T17:51:14.608169,,2020-06-24T17:51:18.826721,2936,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3622,,31.0,
,2020-06-24T17:51:18.932960,,2020-06-24T17:51:55.504960,2937,Yes,Yes,Volunteering,Maybe,Yes,Yes,Cloth,Surgical,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3630,,31.0,
,2020-06-24T17:51:55.626773,,2020-06-24T17:53:15.454574,2938,Yes,Yes,Queuing,Maybe,Yes,Some of them,Surgical,,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3638,,31.0,
,2020-06-24T17:53:15.575687,,2020-06-24T17:54:30.914138,2939,Yes,Yes,Other,Surely not,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,3646,,31.0,
,2020-06-24T17:54:31.023669,,2020-06-24T17:54:40.028338,2940,,,,,,,,,,,,,,,,,,106,3654,,31.0,
,2020-06-24T17:54:40.292207,,2020-06-24T17:55:08.977513,2941,Yes,Yes,Other,Surely not,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,3660,,31.0,
,2020-06-24T17:55:09.081399,,2020-06-24T17:55:16.806639,2942,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3668,,31.0,
,2020-06-24T17:55:16.913181,,2020-06-24T17:56:01.004977,2943,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Not answered,Not answered,,106,3675,,31.0,
,2020-06-24T17:56:01.124624,,2020-06-24T17:56:09.489640,2944,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,3683,,31.0,
,2020-06-24T17:56:09.598214,,2020-06-24T17:56:32.126001,2945,Yes,Cannot tell,Socialising,Maybe,Yes,No,,,,,,Not answered,4,No,Not answered,Not answered,,106,3691,,31.0,
,2020-06-24T17:56:32.256137,,2020-06-24T17:56:35.852683,2946,,,,,,,,,,,,,,,,,,106,3699,,31.0,
,2020-06-24T17:56:35.973513,,2020-06-24T17:56:59.945156,2947,Yes,Yes,Working,Maybe,Yes,Yes,FP2,,,,,Yes,1,Not answered,Yes,Hospital,,106,3707,,31.0,
